release_date,required_age,price,windows,mac,linux,achievements,recommendations,developers,publishers,categories,genres,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,absolute_score,success_class
2024-08-31,0,0.0,True,False,False,75,1352,['『風林火山』工作室'],['Path'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements']",Action Adventure Indie MassivelyMultiplayer FreeToPlay,1238,16,1194,16,315,basso_successo
2022-02-04,0,4.99,True,False,False,0,0,['Pixel Noire Games'],['Ratalaika Games S.L.'],"['Single-player', 'Family Sharing']",Adventure Indie,0,0,0,0,4,basso_successo
2021-07-09,0,7.99,True,True,True,1,0,['MobiusCode'],['MobiusCode'],"['Single-player', 'Family Sharing']",Casual Indie Simulation EarlyAccess,0,0,0,0,21,basso_successo
2016-12-13,0,6.99,True,False,False,10,0,['Chris Folea'],['Chris Folea'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Leaderboards', 'Family Sharing']",Action Indie EarlyAccess,0,0,0,0,36,basso_successo
2023-10-25,0,24.99,True,False,False,49,158,['False Prophet'],['False Prophet'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",RPG Strategy EarlyAccess,0,0,0,0,86,basso_successo
2021-03-26,0,0.0,True,False,False,13,0,['Phung Games'],['Phung Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",Action Adventure Indie RPG,0,0,0,0,14,basso_successo
2019-08-09,0,11.99,True,False,False,12,0,['Centrosphere Games'],['Centrosphere Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie,0,0,0,0,159,basso_successo
2019-03-01,0,4.99,True,False,False,25,250,"['Jaison Robson Gusava', 'SC Jogos']",['SC Jogos'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Indie Strategy,123,0,194,0,54,basso_successo
2017-08-10,0,4.99,True,False,False,43,0,['Zero One'],['Zero One'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Casual,0,0,0,0,-40,basso_successo
2024-01-05,0,5.99,True,False,False,0,0,['Lenni Elias Kauppi'],['namoviot'],"['Single-player', 'Family Sharing']",Adventure Indie,0,0,0,0,11,basso_successo
2024-10-22,0,10.99,True,False,False,27,314,['Lemport'],['Lemport'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Action Adventure Indie RPG,0,0,0,0,239,basso_successo
2024-11-11,0,4.99,True,False,False,5,0,['tentcoding'],['tentcoding'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']",Casual Indie EarlyAccess,0,0,0,0,4,basso_successo
2023-11-01,0,2.99,True,False,False,0,0,['AgeOfGames'],['AgeOfGames'],"['Single-player', 'Family Sharing']",Action Indie RPG,0,0,0,0,8,basso_successo
2024-08-15,0,11.99,True,False,False,5,0,['BonaDies'],['BonaDies'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Indie,0,0,0,0,3,basso_successo
2016-10-27,0,19.99,True,False,False,18,207,['Cat Daddy Games'],['2K'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Leaderboards', 'Family Sharing']",Casual Simulation,104,0,104,0,-63,basso_successo
2015-04-20,0,2.99,True,False,False,0,0,['JAMgames'],['W. T. B.'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']",Adventure Casual Indie RPG,304,0,304,0,5,basso_successo
2021-04-22,0,7.99,True,False,False,0,0,['Space Dog'],['Space Dog'],"['Single-player', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,2,basso_successo
2022-06-03,0,4.99,True,False,False,0,0,['Eugor Evol'],['OTAKU Plan'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Adventure Casual RPG,0,0,0,0,18,basso_successo
2021-11-30,0,39.99,True,False,False,50,851,['Milestone S.r.l.'],['Milestone S.r.l.'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Racing Simulation Sports,1593,0,3149,0,619,basso_successo
2019-01-21,0,4.99,True,False,False,8,312,['HZ3 Software'],['PLAYISM'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,231,basso_successo
2018-02-20,0,3.99,True,False,False,10,0,['Red twice potato'],['Red twice potato'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Adventure Casual Indie,0,0,0,0,2,basso_successo
2022-03-11,0,0.0,True,False,False,0,0,['Matt Lloyd'],['Matt Lloyd'],"['Single-player', 'Includes level editor']",Strategy,0,0,0,0,4,basso_successo
2020-11-23,0,24.99,True,False,False,30,1442,['Haydee Interactive'],['Haydee Interactive'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Action Adventure Indie,0,0,0,0,1234,basso_successo
2021-03-31,0,0.99,True,False,False,0,0,['LEEDONGLEE'],['LEEDONGLEE'],"['Single-player', 'Family Sharing']",Adventure,0,0,0,0,8,basso_successo
2019-02-04,0,0.0,True,False,False,0,0,['louis morel'],['louis morel'],['Single-player'],Adventure Casual FreeToPlay Indie RPG Simulation,0,0,0,0,131,basso_successo
2020-04-29,0,0.0,True,True,False,28,0,['GimmeBreak'],['GimmeBreak'],"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Action FreeToPlay Indie Racing EarlyAccess,0,0,0,0,79,basso_successo
2019-07-25,0,0.0,True,True,True,0,458,['Sirlin Games'],['Sirlin Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Stats', 'Remote Play on TV', 'Remote Play Together']",Action Casual FreeToPlay Indie,0,0,0,0,459,basso_successo
2021-02-04,0,3.99,True,False,False,0,0,['胡桃遊戲'],['薪火傳媒'],"['Single-player', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,1,basso_successo
2021-08-02,0,4.99,True,False,False,15,0,['LU QI'],['LU QI'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Indie RPG,0,0,0,0,20,basso_successo
2023-06-23,0,4.99,True,False,False,2,0,['James Wilder'],['James Wilder'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Action Indie,0,0,0,0,2,basso_successo
2018-11-06,0,0.55,True,False,False,0,0,['RewindApp'],['RewindApp'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Casual Indie Racing,0,0,0,0,-2,basso_successo
2022-07-19,0,1.99,True,False,False,28,0,['LiluGames'],['LiluGames'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Casual Indie Racing Sports,0,0,0,0,7,basso_successo
2021-02-05,0,0.0,True,False,False,0,0,['Slay the Dragon!-Team'],['The Animation Workshop'],"['Single-player', 'Partial Controller Support']",Action Casual Indie,0,0,0,0,377,basso_successo
2017-10-16,0,0.99,True,False,False,1,0,['Caden Goodwin'],['csgood'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Includes level editor', 'Family Sharing']",Action Indie,0,0,0,0,3,basso_successo
2015-03-13,0,1.24,True,True,False,13,119,['Modern Dream'],['Team17 Digital Ltd'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Adventure Indie Strategy,0,0,0,0,4,basso_successo
2020-09-25,0,5.99,True,False,False,0,0,['Itera Laboratories'],['HH-Games'],"['Single-player', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,1,basso_successo
2018-08-08,0,0.99,True,False,False,13,0,['Puddledock Games'],['Puddledock Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie,0,0,0,0,4,basso_successo
2022-09-01,0,2.99,True,False,False,34,0,['Pickle Drugs'],['Pickle Drugs'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie,0,0,0,0,10,basso_successo
2020-04-17,0,1.39,True,True,True,26,958,['Lonely Troops'],['Lonely Troops'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Adventure Casual Indie RPG,166,0,166,0,915,basso_successo
2020-04-29,0,4.99,True,False,False,0,0,['Masakami Nature Reserve'],['Masakami Nature Reserve'],"['Single-player', 'Full controller support', 'Family Sharing']",RPG,0,0,0,0,-2,basso_successo
2018-11-08,0,0.0,True,False,False,0,0,['StormBorn Studio'],['StormBorn Studio'],"['Single-player', 'Tracked Controller Support', 'VR Only']",Action Adventure Indie,0,0,0,0,10,basso_successo
2022-09-01,0,19.99,True,False,False,59,298,['BirdIsland/PortaPlay'],"[""DON'T NOD""]","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure Casual Indie RPG,0,0,0,0,326,basso_successo
2022-03-25,0,6.99,True,False,False,0,0,['Bridget Hillje'],['Hoverkitty Games'],"['Single-player', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,2,basso_successo
2019-05-23,0,7.99,True,False,False,10,0,['AnvilBird Interactive'],['Jestercraft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Adventure Casual Indie Racing,0,0,0,0,76,basso_successo
2024-04-23,0,19.99,True,False,False,0,230,"['illuCalab', 'FLIPFLOPs']",['illuCalab'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Family Sharing']",Indie Strategy EarlyAccess,0,0,0,0,179,basso_successo
2023-06-02,0,0.0,True,False,False,5,0,"[""Benoit L'hoest""]","[""Benoit L'hoest""]","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op']",Action Adventure Casual Indie,0,0,0,0,10,basso_successo
2021-02-18,0,4.99,True,False,False,0,0,['Gnelf'],['Gnelf'],"['Single-player', 'Family Sharing']",Action Adventure Indie RPG,0,0,0,0,11,basso_successo
2023-09-21,0,14.99,True,False,False,91,0,"['Cris Litvin', 'Hoang Le']",['N/A'],"['Single-player', 'Full controller support', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,24,basso_successo
2018-12-07,0,4.99,True,False,False,0,0,['Borisoft'],['Borisoft'],"['Single-player', 'Tracked Controller Support', 'VR Supported', 'Family Sharing']",Indie EarlyAccess,0,0,0,0,3,basso_successo
2020-04-02,0,7.99,True,True,True,23,368,['Damian Bernardi'],['SomniumSoft'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Indie Simulation,0,0,0,0,264,basso_successo
2017-08-01,0,9.99,True,True,False,24,163,['Deceptive Games Ltd.'],['Deceptive Games Ltd.'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Adventure Indie,0,0,0,0,113,basso_successo
2017-07-04,0,0.49,True,False,False,9,0,['Proximity Games'],['Proximity Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Action Adventure Indie,0,0,0,0,-13,basso_successo
2021-08-20,0,4.99,True,False,False,6,0,['Ti-Max & Mat'],['Ti-Max'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,1,basso_successo
2020-08-26,0,5.99,True,False,False,6,0,['QuickSave'],['SA Industry'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,5,basso_successo
2018-05-17,0,4.99,True,True,False,13,412,['LoopyMood'],['LoopyMood'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,308,basso_successo
2016-10-26,0,9.99,True,False,False,22,156,['Frontwing'],['Frontwing USA'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Adventure Casual,0,0,0,0,168,basso_successo
2024-01-31,0,0.99,True,False,False,18,0,"['Justin Gourley', 'Sylvia Jurgens']",['Justin Gourley'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Casual Strategy,0,0,0,0,10,basso_successo
2021-11-24,0,4.99,True,False,False,0,0,['Beau Yotka'],['Yotka Games LLC'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Indie Strategy,0,0,0,0,2,basso_successo
2018-07-26,0,9.99,True,True,True,18,0,['rese'],['rese'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",RPG Sports Strategy,0,0,0,0,61,basso_successo
2016-06-01,0,19.99,True,False,False,49,3438,['Tamsoft'],"['XSEED Games', 'Marvelous USA, Inc.', 'Marvelous']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Action,0,0,0,0,3460,basso_successo
2017-03-09,0,9.99,True,False,False,24,202,['Doragon Entertainment'],['Doragon Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Indie,0,0,0,0,166,basso_successo
2017-09-07,0,0.0,True,False,False,0,0,['Patriot Game Studio'],['Patriot Game Studio'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']",Action FreeToPlay Indie Strategy EarlyAccess,0,0,0,0,15,basso_successo
2015-08-25,0,4.99,True,True,True,12,0,['Neon Deity Games'],['Choice Provisions'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",Action Indie,181,0,211,0,60,basso_successo
2023-11-28,0,17.99,True,False,False,66,1274,['Gratesca'],['Gratesca'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure Casual Indie RPG,0,0,0,0,1332,basso_successo
2021-03-16,0,1.99,True,False,False,7,419,['Idan Rooze'],['Idan Rooze'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Indie,16,0,16,0,437,basso_successo
2022-12-06,0,4.99,True,False,False,23,416,['Apptivus'],['Retrovibe'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Action Indie,7,0,7,0,452,basso_successo
2023-04-13,0,7.99,True,False,False,24,0,['Alisson araujo'],['Alisson Araujo'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Adventure Indie RPG,0,0,0,0,1,basso_successo
2020-10-15,0,0.0,True,True,False,27,0,"['Nukearts Studio', 'Wieden+Kennedy São Paulo']","['Nukearts Studio', 'Wieden+Kennedy São Paulo']","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']",Action Casual Indie FreeToPlay,0,0,0,0,82,basso_successo
2018-07-27,0,1.99,True,False,False,0,0,['雨天工作室'],['雨天工作室'],"['Single-player', 'Family Sharing']",Casual Indie,0,0,0,0,-10,basso_successo
2016-06-13,0,9.99,True,False,False,28,0,['Yakiniku Banzai'],['Fruitbat Factory'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Adventure Indie Strategy,0,0,0,0,30,basso_successo
2021-03-19,0,0.0,True,False,False,1,0,['Texelworks'],['ValkyrieInitiative'],['Single-player'],Action,0,0,0,0,13,basso_successo
2015-10-21,0,7.99,True,False,False,0,0,['Gunnar Games'],['Gunnar Games'],"['Single-player', 'Family Sharing']",Adventure Casual,0,0,0,0,50,basso_successo
2017-08-25,0,11.99,True,False,False,13,0,['3D Generation'],['3D Generation'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Family Sharing']",Violent Gore Adventure Indie,0,0,0,0,9,basso_successo
2024-02-12,0,4.99,True,False,False,20,0,['Sweet Dreams Studio'],['Sweet Dreams Studio'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Remote Play Together', 'Family Sharing']",Action Indie,0,0,0,0,12,basso_successo
2021-03-22,0,9.99,True,False,False,0,0,['Disoft Game Developers'],['Piece Of Voxel'],"['Single-player', 'Family Sharing']",Casual Indie Racing Strategy,0,0,0,0,13,basso_successo
2021-05-13,0,4.99,True,False,False,8,0,['V. Chuvilin'],['V. Chuvilin'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Indie,0,0,0,0,12,basso_successo
2018-10-30,0,1.99,True,False,False,0,0,['MayoNinja Games'],['MayoNinja Games'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Family Sharing']",Action Indie,0,0,0,0,58,basso_successo
2016-06-23,0,4.99,True,False,True,43,0,['Defroids team'],['Volens Nolens Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Indie RPG,330,0,310,0,-35,basso_successo
2016-04-04,0,10.99,True,False,False,14,688,"['Alzan Studios, LLC']","['Alzan Studios, LLC']","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Action Indie Simulation Sports,8,0,9,0,559,basso_successo
2021-02-04,0,5.99,True,False,False,0,348,['Mecha Weka'],['Mecha Weka'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Cloud', 'HDR available', 'Family Sharing']",Indie Strategy,0,0,0,0,285,basso_successo
2022-09-07,0,0.0,True,False,False,0,0,['Yunkai'],['Yunkai'],['Single-player'],Indie RPG Strategy,0,0,0,0,3,basso_successo
2022-11-02,0,1.49,True,False,False,0,146,['Latif Güngör'],['Latif Güngör'],"['Single-player', 'Family Sharing']",Action Indie,0,0,0,0,98,basso_successo
2023-12-04,0,18.99,True,False,False,0,1930,['Artur Smiarowski'],['Artur Smiarowski'],"['Single-player', 'Steam Workshop', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']",Adventure Indie RPG Strategy EarlyAccess,2202,0,2202,0,1417,basso_successo
2015-12-10,0,17.99,True,True,False,11,339,['CINEMAX GAMES'],['CINEMAX GAMES'],"['Steam Achievements', 'Steam Trading Cards']",AudioProduction Utilities,63,0,90,0,294,basso_successo
2018-11-20,0,0.0,True,True,True,27,0,['Team Eleven'],['Team Eleven'],"['Single-player', 'Steam Achievements']",Adventure Casual Indie RPG Simulation,0,0,0,0,91,basso_successo
2018-03-27,0,0.0,True,False,False,50,448,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",RPG,0,0,0,0,462,basso_successo
2022-06-09,0,2.49,True,False,False,0,0,['Piece Of Voxel'],['Piece Of Voxel'],"['Single-player', 'Family Sharing']",Action Indie Simulation,0,0,0,0,-7,basso_successo
2022-03-14,0,0.99,True,False,False,0,0,['Egutidze'],['My Way Games'],"['Single-player', 'Family Sharing']",Action Adventure Indie,0,0,0,0,-2,basso_successo
2018-12-31,0,0.0,True,False,False,5,0,['Zenrok Studios'],['Zenrok Studios'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Action Adventure Indie,0,0,0,0,-10,basso_successo
2024-11-21,0,34.99,True,False,False,53,2904,['Massive Entertainment – A Ubisoft Studio'],['Ubisoft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'In-App Purchases', 'HDR available']",Action Adventure,578,12,671,12,1429,basso_successo
2017-09-06,0,0.0,True,False,False,0,0,['Citor3'],['Citor3'],"['Single-player', 'Tracked Controller Support', 'VR Only']",FreeToPlay Simulation,0,0,0,0,38,basso_successo
2015-07-21,0,6.49,True,True,True,0,161,['Spicy Tails'],['Sekai Project'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']",Casual Indie,197,0,197,0,218,basso_successo
2015-11-09,0,4.99,True,True,True,6,205,['InvertMouse'],['InvertMouse'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Indie,0,0,0,0,193,basso_successo
2021-08-27,0,9.99,True,False,False,0,0,['Elephant Games'],['Big Fish Games'],"['Single-player', 'Family Sharing']",Adventure Casual,0,0,0,0,1,basso_successo
2018-12-25,0,0.0,True,True,False,0,0,"['Snood, LLC']","['Snood, LLC']","['Single-player', 'In-App Purchases', 'Steam Leaderboards']",Casual FreeToPlay Indie,0,0,0,0,168,basso_successo
2018-05-24,0,0.59,True,True,True,21,502,['Applimazing'],['Applimazing'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Casual Indie Racing Simulation Sports,0,0,0,0,395,basso_successo
2024-08-08,0,39.99,True,False,False,40,2792,['Ubisoft Montpellier'],['Ubisoft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available']",Action Adventure,2494,0,2494,0,2161,basso_successo
2021-05-08,0,4.99,True,False,False,4,0,['Weakfish Studio'],['Weakfish Studio'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Remote Play Together', 'Family Sharing']",Adventure Casual Indie EarlyAccess,0,0,0,0,15,basso_successo
2023-01-20,0,2.99,True,False,False,0,0,['Randy Becker'],['Proper Dev'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Action,0,0,0,0,2,basso_successo
2019-11-11,0,28.99,True,False,False,41,425,"['Square Enix', 'ArtePiazza']",['Square Enix'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",RPG,0,0,0,0,263,basso_successo
2021-06-09,0,3.99,True,True,True,83,0,['Sensen Games'],['Sensen Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie,0,0,0,0,26,basso_successo
2020-07-31,0,0.0,True,False,False,1,0,['Team Syukino'],['Team Syukino'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",RPG,0,0,0,0,3,basso_successo
2021-08-13,0,7.99,True,False,False,0,0,"['Cream Digital Inc.', 'Be Curious Productions Inc.']",['Cream Digital Inc.'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Adventure Casual Indie RPG,0,0,0,0,6,basso_successo
2021-09-17,0,6.99,True,False,False,13,399,['0 Deer Soft'],['0 Deer Soft'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Adventure Casual Indie,172,0,182,0,197,basso_successo
2020-01-21,0,0.0,True,False,False,23,0,['Graceless Games'],['Graceless Games'],"['Single-player', 'Steam Achievements']",Adventure,0,0,0,0,47,basso_successo
2023-05-31,0,0.79,True,False,False,4,0,['Gamesforfarm'],['Gamesforfarm'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Adventure RPG Simulation Strategy,0,0,0,0,-3,basso_successo
2021-02-26,0,9.99,True,False,False,21,0,['Kenisoft Game Studio'],['Kenisoft Game Studio'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie RPG Simulation,0,0,0,0,10,basso_successo
2019-01-01,0,1.99,True,False,True,0,0,['Kevin Adams'],['Kevin Adams'],"['Single-player', 'Family Sharing']",Indie,0,0,0,0,7,basso_successo
2023-06-01,0,7.99,True,False,True,15,0,['Winter Wolves'],['Winter Wolves'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Adventure Indie,0,0,0,0,18,basso_successo
2023-09-14,0,4.99,True,False,False,30,154,['ElectroKaplosion LLC'],['ElectroKaplosion LLC'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Adventure Casual Indie RPG,0,0,0,0,179,basso_successo
2020-07-25,0,0.99,True,False,False,0,0,['Gino Di Pierro'],['Gino Di Pierro'],"['Single-player', 'Family Sharing']",Action Simulation,0,0,0,0,3,basso_successo
2018-04-16,0,9.99,True,True,True,0,0,"['Beijing AMPBox Technology Co., Ltd.', 'Slay.one']",['Slay.one'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Family Sharing']",Action,0,0,0,0,13,basso_successo
2022-07-14,0,12.99,True,False,False,25,0,['Digital Crafter'],['Digital Crafter'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie,0,0,0,0,59,basso_successo
2018-11-16,0,5.99,True,True,False,0,123,['Lucasfilm Games'],"['Lucasfilm', 'Disney']","['Single-player', 'Steam Cloud', 'Family Sharing']",Adventure,0,0,0,0,99,basso_successo
2016-08-07,0,2.99,True,True,True,13,0,['Herrero Games'],['Herrero Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie,222,0,222,0,28,basso_successo
2019-11-17,0,6.99,True,True,True,12,890,['SPARSE//GameDev'],['SPARSE//GameDev'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual Indie,0,0,0,0,865,basso_successo
2020-09-18,0,0.0,True,False,False,0,0,['Glass Kettle Games'],['Glass Kettle Games'],"['Single-player', 'Tracked Controller Support', 'VR Only']",Adventure Casual FreeToPlay Indie,0,0,0,0,225,basso_successo
2018-05-04,0,0.0,True,False,False,16,0,['2DGameMania'],['2DGameMania'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']",Action Adventure Casual Indie,0,0,0,0,-11,basso_successo
2017-10-06,0,14.99,True,False,False,22,338,['Hajime Doujin Circle'],['Hajime Doujin Circle'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Action Indie,305,0,305,0,301,basso_successo
