release_date,required_age,price,windows,mac,linux,achievements,recommendations,developers,publishers,categories,genres,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,absolute_score,success_class
2024-10-02,0,0.99,True,False,False,0,0,['Jul3DX'],['Jul3DX'],"['Single-player', 'Family Sharing']",Casual Indie RPG Simulation,0,0,0,0,0,insuccesso
2021-12-11,0,4.99,True,False,False,9,0,['Nyxtales'],['Nyxtales'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Indie,0,0,0,0,47,insuccesso
2020-03-17,0,0.99,True,False,False,0,0,['Begetter Virtual LLC'],['Begetter Virtual LLC'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie,0,0,0,0,2,insuccesso
2024-09-06,0,0.99,True,False,False,0,0,['CataStoica'],['CataStoica'],"['Single-player', 'Family Sharing']",Racing EarlyAccess,0,0,0,0,0,insuccesso
2016-12-21,0,9.99,True,False,False,0,0,['LusionSoft'],['LusionSoft'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Casual Simulation,0,0,0,0,10,insuccesso
2024-07-04,0,4.99,True,False,False,0,0,['MindFly Studio'],['MindFly Studio'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Action Casual Indie Simulation Sports,0,0,0,0,-6,insuccesso
2016-06-30,0,9.99,True,False,False,0,0,['enko'],['full beast creative'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Casual Indie Racing EarlyAccess,0,0,0,0,6,insuccesso
2022-05-05,0,4.99,True,True,True,6,0,['npckc'],['npckc'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Casual Indie Simulation,0,0,0,0,62,insuccesso
2021-11-12,0,0.99,True,False,False,0,0,['VladEv1L'],['VladEv1L'],"['Single-player', 'Family Sharing']",Action Indie,0,0,0,0,-12,insuccesso
2024-12-06,0,19.99,True,False,False,12,0,['Composition GS'],['Composition GS'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Simulation Strategy,0,0,0,0,17,insuccesso
2017-01-02,17,0.99,True,False,False,20,0,['natahem'],['natahem'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,4,insuccesso
2020-05-15,0,0.99,True,False,False,5,0,['Sonic-Alpha'],['NS'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Action Indie,0,0,0,0,8,insuccesso
2024-12-09,0,0.99,True,False,False,0,0,['DalaGG Studios'],['DalaGG Studios'],"['Single-player', 'Family Sharing']",Casual Indie Simulation Strategy,0,0,0,0,0,insuccesso
2025-02-17,0,9.99,True,False,False,25,0,['Foolbox Studio'],['Foolbox Studio'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual Indie Strategy,0,0,0,0,56,insuccesso
2018-09-15,0,1.99,True,False,False,0,0,['Torchlight Studio'],['Torchlight Studio'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Action Casual Indie,0,0,0,0,3,insuccesso
2018-04-19,0,14.99,True,False,False,0,0,['Coastalbyte Games'],['Coffee Stain Publishing'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Tracked Controller Support', 'VR Only', 'Remote Play Together', 'Family Sharing']",Casual EarlyAccess,0,0,0,0,31,insuccesso
2023-07-13,0,19.99,True,False,False,10,0,['Normal'],['Normal'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Action Sports,0,0,0,0,46,insuccesso
2017-12-16,0,9.99,True,False,False,30,0,['Twin Vault Games'],['Twin Vault Games'],"['Multi-player', 'PvP', 'Online PvP', 'Family Sharing']",Violent Action Indie,0,0,0,0,3,insuccesso
2023-06-25,0,0.0,True,False,False,0,0,['IGG SINGAPORE PTE. LTD.'],['IGG SINGAPORE PTE. LTD.'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",MassivelyMultiplayer RPG Strategy,0,0,0,0,0,insuccesso
2023-05-24,0,14.99,True,True,True,0,0,['Ace X'],['Ace X Game Studio'],"['Single-player', 'Family Sharing']",Casual Indie Simulation EarlyAccess,0,0,0,0,0,insuccesso
2023-09-29,0,2.99,True,False,False,0,0,['黒子ラボ'],['黒子ラボ'],"['Single-player', 'Multi-player', 'Partial Controller Support', 'Family Sharing']",Indie Sports EarlyAccess,0,0,0,0,1,insuccesso
2023-09-01,0,3.99,True,False,False,5,0,['Lost Online'],['Lost Online'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Remote Play Together', 'Family Sharing']",Action Indie,0,0,0,0,5,insuccesso
2023-01-10,0,11.99,True,False,False,67,0,['Marco Hirschfeld'],['Marco Hirschfeld'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,29,insuccesso
2020-03-13,0,3.99,True,True,True,10,0,['Breakpoint Games'],['Breakpoint Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual Indie Strategy,0,0,0,0,10,insuccesso
2016-01-28,0,2.99,True,True,True,25,559,['The House of Fables'],['Artifex Mundi'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure Casual,293,0,322,0,698,medio_successo
2019-09-21,0,19.99,True,True,True,13,1079,['Evil Bite'],['Evil Bite'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",Indie Simulation Strategy,0,0,0,0,271,medio_successo
2024-09-25,0,19.99,True,True,True,35,235,['Pixel Perfect Dude'],['Pixel Perfect Dude'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Action Indie Racing Simulation Sports EarlyAccess,0,0,0,0,184,medio_successo
2020-04-03,0,19.99,True,False,False,20,0,['Eternal Stardust Studios'],['Eternal Stardust Studios'],"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Workshop', 'Family Sharing']",Action Adventure Indie RPG Simulation Strategy,0,0,0,0,17,medio_successo
2015-12-05,0,11.99,True,True,True,44,13412,['Vlambeer'],['Vlambeer'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Indie RPG,0,0,0,0,16445,medio_successo
2018-06-07,0,19.99,True,False,False,38,2693,['Polyarc'],['Polyarc'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'SteamVR Collectibles', 'Family Sharing']",Action Adventure Casual Indie,64,0,97,0,2871,medio_successo
2015-11-03,0,6.49,True,True,False,10,1994,['Marmalade Game Studio Ltd'],['Marmalade Game Studio Ltd'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing']",Adventure Casual Simulation,216,0,215,0,1159,medio_successo
2021-12-17,0,7.99,True,False,False,11,798,['Puppet Combo'],['Puppet Combo'],"['Single-player', 'Full controller support', 'Family Sharing']",Action Indie,0,0,0,0,734,medio_successo
2016-09-16,0,0.0,True,True,False,0,0,['Soccer Manager Ltd'],['Soccer Manager Ltd'],"['Single-player', 'In-App Purchases', 'Family Sharing']",FreeToPlay Indie Sports Strategy,45,0,66,0,193,medio_successo
2015-01-06,0,0.0,True,True,True,8,0,['Lei'],['Lei'],"['Single-player', 'Steam Achievements']",Action Casual FreeToPlay Indie Strategy,0,0,0,0,-50,medio_successo
2021-02-26,0,8.99,True,False,False,44,1061,"['BigLight.Games', 'Xbgzs']","['BigLight.Games', 'NPC Entertainment']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual Indie Simulation,20,0,20,0,921,medio_successo
2015-02-27,0,8.99,True,True,True,45,581,['FiolaSoft Studio'],['Fulqrum Publishing'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Family Sharing']",Action Adventure Indie,0,0,0,0,750,medio_successo
2020-10-14,0,0.0,True,True,False,0,0,"['CyberStep, Inc.']","['CyberStep, Inc.']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Captions available', 'Steam Workshop', 'In-App Purchases']",Action MassivelyMultiplayer RPG FreeToPlay,24,0,24,0,40,medio_successo
2024-03-13,0,35.01,True,False,False,45,6970,['Aspyr'],['Aspyr'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Action,367,445,526,445,-4151,medio_successo
2022-09-27,0,14.99,True,False,False,81,526,['Novaquark'],['Novaquark'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",MassivelyMultiplayer RPG Simulation,0,0,0,0,10,medio_successo
2018-12-19,0,0.0,True,False,False,0,0,['Soccer Manager Ltd'],['Soccer Manager Ltd'],"['Single-player', 'In-App Purchases', 'Family Sharing']",Sports,0,0,0,0,368,medio_successo
2024-08-13,0,2.99,True,False,False,13,9903,['Goblobin'],['Goblobin'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual Indie Simulation Strategy,203,0,229,0,9605,medio_successo
2022-05-26,0,39.39,True,False,False,54,14832,['SEGA'],['SEGA'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Family Sharing']",Action,718,168,414,244,15753,medio_successo
2020-12-02,0,19.99,True,False,False,55,757,"['Spike Chunsoft Co., Ltd.']","['Spike Chunsoft Co., Ltd.']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",RPG,0,0,0,0,444,medio_successo
2017-08-24,0,4.99,True,True,False,0,7971,['Lighthouse Games Studio'],['Lighthouse Games Studio'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Casual Indie RPG Simulation,0,0,0,0,4492,medio_successo
2019-04-10,0,14.99,True,True,False,90,584,['Sparks Games'],['Sparks Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Adventure Casual Indie RPG EarlyAccess,401,0,386,0,442,medio_successo
2021-03-12,0,0.0,True,False,False,4,0,"['Andrei Cretu', 'Giacomo Autili', 'Tomer Barnea']",['Pinnical Studio'],['Single-player'],Action Adventure Casual FreeToPlay Indie,0,0,0,0,685,medio_successo
2015-05-26,0,9.99,True,True,True,78,2543,['Frogmind'],['Frogmind'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie,40,0,20,0,2168,medio_successo
2023-04-18,0,17.99,True,False,False,43,5935,['Nezon Production'],['Nezon Production'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Action Casual Indie Simulation Strategy,452,0,595,0,4668,medio_successo
2023-11-29,0,7.99,True,False,False,9,233,"['Studio Hatch Co., Ltd.']","['Studio Hatch Co., Ltd.']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Action Adventure Indie,295,0,427,0,30,medio_successo
2020-06-04,0,39.99,True,False,False,69,16965,['BioWare'],['Electronic Arts'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",Action Adventure RPG Strategy,3721,77,506,77,9704,medio_successo
2020-05-23,0,0.0,True,False,False,0,0,"['Frontwire Studios, LLC']","['Frontwire Studios, LLC']","['Multi-player', 'PvP', 'Online PvP', 'LAN PvP']",Action Adventure FreeToPlay Indie Strategy EarlyAccess,0,0,0,0,-64,medio_successo
2015-09-23,0,6.99,True,True,False,13,312,['ColePowered Games'],['ColePowered Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",Indie Strategy,0,0,0,0,482,medio_successo
2020-09-24,0,14.99,True,True,False,45,3819,['Dire Wolf'],['Dire Wolf'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Turn Notifications', 'Family Sharing']",Indie Simulation Strategy,539,151,564,151,3330,medio_successo
2016-11-01,0,19.99,True,True,True,12,3447,['D-Pad Studio'],['D-Pad Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']",Action Adventure Indie,376,0,273,0,3937,medio_successo
2024-04-24,0,19.79,True,False,False,60,1073,['Massive Miniteam'],['HandyGames'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure Indie Simulation Strategy EarlyAccess,0,0,0,0,1031,medio_successo
2016-05-31,17,2.99,True,False,True,35,5446,['Techland'],['Deep Silver'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Family Sharing']",Action,0,0,0,0,4868,medio_successo
2022-09-08,0,12.99,True,True,False,9,846,['Gridpop'],['Gridpop'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Indie Strategy,2025,0,2025,0,570,medio_successo
2018-01-17,0,19.99,True,True,True,36,2009,['Cellar Door Games'],['Cellar Door Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie RPG,1433,0,1628,0,2283,medio_successo
2024-03-26,0,24.99,True,False,False,26,10962,['Team Ranger'],['Lightning Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Action Strategy,13292,2094,4884,2094,4454,medio_successo
2018-08-13,17,19.99,True,False,False,48,15087,['Telltale Games'],['Skybound Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure,0,0,0,0,17031,medio_successo
2019-01-22,0,3.74,True,False,False,29,1017,['InnerspaceVR'],['Vertigo Games'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Family Sharing']",Adventure Indie,0,0,0,0,1252,medio_successo
2020-09-10,0,19.99,True,False,False,53,1136,"['Sumo Digital Ltd', 'Lucky Mountain Games']",['Curve Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Action Indie Racing,0,0,0,0,1120,medio_successo
2021-03-02,0,19.99,True,False,False,22,561,['Graceful Decay'],['Annapurna Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure Indie,0,0,0,0,240,medio_successo
2017-05-24,0,9.99,True,False,False,21,3245,['Deadpan Games'],['Yogscast Games'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie,353,0,276,0,3102,medio_successo
2020-08-07,0,12.99,True,False,False,39,2382,['Stove Studio'],['Gamera Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Indie Strategy,373,0,373,0,1440,medio_successo
2023-08-17,0,16.99,True,False,False,31,923,['Befun Studio'],['Spiral Up Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Adventure Indie RPG Strategy,0,0,0,0,704,medio_successo
2020-06-07,0,9.99,True,True,True,45,12062,['Tobias Springer'],"['tobspr Games', 'Doyoyo Games']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Casual Indie Simulation Strategy,1238,283,153,410,12364,medio_successo
2021-05-20,0,0.0,True,False,False,15,0,['Baked Games'],"['Baked Games', 'PlayWay S.A.']","['Single-player', 'Steam Achievements', 'Steam Workshop']",Action RPG Simulation,64,0,58,0,2282,medio_successo
2018-12-10,0,0.0,True,False,False,12,371,['Facepunch Studios'],['Facepunch Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Indie Strategy,22,0,42,0,733,medio_successo
2016-06-22,0,1.99,True,False,False,15,224,['New Reality Games'],['New Reality Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",Action Adventure Casual Indie RPG Simulation Strategy,245,0,255,0,-34,medio_successo
2023-05-19,0,19.99,True,True,False,21,1146,"['AstralShift', 'VisuStella']",['KOMODO'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure Casual Indie RPG,0,0,0,0,1103,medio_successo
2018-01-05,0,0.0,True,False,False,0,0,['PyrofrogStudos'],['PyrofrogStudos'],"['In-App Purchases', 'Includes level editor']",Utilities,6961,0,13709,0,410,medio_successo
2022-03-15,0,19.99,True,True,False,73,10420,['Animal Uprising'],['Secret Mode'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Casual Indie Simulation,431,0,512,0,11222,medio_successo
2019-09-16,0,0.0,True,False,False,0,0,['Tortuga Team'],['Tortuga Team'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']",Adventure RPG Strategy FreeToPlay,100,0,100,0,45,medio_successo
2019-06-02,0,0.0,True,False,False,0,0,['IGG SINGAPORE PTE. LTD.'],['IGG SINGAPORE PTE. LTD.'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']",MassivelyMultiplayer RPG Strategy FreeToPlay,0,0,0,0,1898,medio_successo
2018-04-03,0,0.99,True,False,False,0,0,['Mobigrow'],['Mobigrow'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",Adventure,0,0,0,0,7,medio_successo
2023-01-31,0,29.99,True,False,False,83,1483,['Brace Yourself Games'],['Brace Yourself Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Indie Simulation Strategy,360,0,360,0,418,medio_successo
